customer_id,signup_date,country,segment,email,marketing_consent
C00513,2025-08-02,IT,consumer,user513@example.com,false
C00514,2025-07-19,PT,mid_market,user514@example.com,true
C00515,2025-07-04,ES,smb,user515@example.com,true
C00516,2025-03-18,PT,enterprise,user516@example.com,true
C00517,2025-06-21,PT,smb,user517@example.com,true
C00518,2025-09-13,GR,consumer,user518@example.com,true
C00519,2025-06-19,ES,smb,user519@example.com,true
C00520,2025-10-14,ES,enterprise,user520@example.com,false
C00521,2025-07-26,DE,mid_market,user521@example.com,false
C00522,2025-04-24,IT,enterprise,user522@example.com,true
C00523,2025-05-19,IT,enterprise,user523@example.com,true
C00524,2025-06-03,DE,mid_market,user524@example.com,false
C00525,2025-12-16,FR,mid_market,user525@example.com,true
C00526,2025-07-16,FR,enterprise,user526@example.com,true
C00527,2025-08-23,GR,enterprise,user527@example.com,true
C00528,2025-04-09,ES,mid_market,user528@example.com,true
C00529,2025-07-07,ES,consumer,user529@example.com,true
C00530,2025-01-24,PT,consumer,user530@example.com,true
C00531,2025-06-04,PT,consumer,user531@example.com,true
C00532,2025-09-12,FR,consumer,user532@example.com,true
C00533,2025-08-19,FR,smb,user533@example.com,false
C00534,2025-03-24,GR,consumer,user534@example.com,false
C00535,2025-12-13,GR,smb,user535@example.com,true
C00536,2025-02-11,ES,smb,user536@example.com,true
C00537,2025-12-21,FR,enterprise,user537@example.com,false
C00538,2025-07-24,FR,consumer,user538@example.com,true
C00539,2025-01-14,FR,smb,user539@example.com,false
C00540,2025-05-18,DE,mid_market,user540@example.com,true
C00541,2025-12-26,GR,mid_market,user541@example.com,true
C00542,2025-06-16,DE,enterprise,user542@example.com,true
C00543,2025-05-05,ES,mid_market,user543@example.com,true
C00544,2025-04-21,DE,smb,user544@example.com,true
C00545,2025-06-23,DE,enterprise,user545@example.com,false
C00546,2025-05-06,GR,enterprise,user546@example.com,true
C00547,2025-07-11,FR,mid_market,user547@example.com,true
C00548,2025-12-23,GR,mid_market,user548@example.com,false
C00549,2025-06-05,DE,consumer,user549@example.com,false
C00550,2025-07-26,DE,mid_market,user550@example.com,true
C00551,2025-10-19,FR,smb,user551@example.com,false
C00552,2025-12-07,ES,enterprise,user552@example.com,false
C00553,2025-04-26,PT,consumer,user553@example.com,true
C00554,2025-01-15,FR,consumer,user554@example.com,true
C00555,2025-09-16,ES,smb,user555@example.com,false
C00556,2025-01-04,GR,consumer,user556@example.com,false
C00557,2025-09-01,PT,consumer,user557@example.com,true
C00558,2025-08-01,FR,mid_market,user558@example.com,true
C00559,2025-09-22,FR,mid_market,user559@example.com,false
C00560,2025-07-17,FR,consumer,user560@example.com,false
C00561,2025-04-14,GR,enterprise,user561@example.com,false
C00562,2025-02-16,PT,enterprise,user562@example.com,false
C00563,2025-11-23,FR,enterprise,user563@example.com,false
C00564,2025-07-07,DE,smb,user564@example.com,true
C00565,2025-12-08,GR,enterprise,user565@example.com,false
C00566,2025-12-08,IT,enterprise,user566@example.com,true
C00567,2025-12-06,GR,enterprise,user567@example.com,true
C00568,2025-04-22,PT,consumer,user568@example.com,true
C00569,2025-03-13,ES,consumer,user569@example.com,true
C00570,2025-09-08,IT,smb,user570@example.com,false
C00571,2025-07-26,IT,consumer,user571@example.com,true
C00572,2025-10-06,ES,smb,user572@example.com,false
C00573,2025-10-05,PT,smb,user573@example.com,false
C00574,2025-01-21,IT,smb,user574@example.com,true
C00575,2025-10-02,IT,smb,user575@example.com,false
C00576,2025-08-01,PT,mid_market,user576@example.com,false
C00577,2025-12-01,GR,smb,user577@example.com,false
C00578,2025-12-25,IT,enterprise,user578@example.com,true
C00579,2025-06-13,PT,smb,user579@example.com,false
C00580,2025-06-10,ES,smb,user580@example.com,true
C00581,2025-06-06,GR,enterprise,user581@example.com,false
C00582,2025-11-02,DE,consumer,user582@example.com,false
C00583,2025-10-09,IT,smb,user583@example.com,false
C00584,2025-10-26,PT,consumer,user584@example.com,true
C00585,2025-06-06,ES,consumer,user585@example.com,true
C00586,2025-09-03,DE,mid_market,user586@example.com,false
C00587,2025-12-28,IT,consumer,user587@example.com,true
C00588,2025-09-10,FR,consumer,user588@example.com,false
C00589,2025-07-05,GR,mid_market,user589@example.com,false
C00590,2025-09-04,IT,mid_market,user590@example.com,true
C00591,2025-05-03,PT,mid_market,user591@example.com,true
C00592,2025-05-03,GR,mid_market,user592@example.com,true
C00593,2025-12-06,ES,enterprise,user593@example.com,true
C00594,2025-12-10,ES,consumer,user594@example.com,false
C00595,2025-03-27,FR,mid_market,user595@example.com,true
C00596,2025-09-02,IT,smb,user596@example.com,false
C00597,2025-08-20,GR,mid_market,user597@example.com,false
C00598,2025-12-05,IT,enterprise,user598@example.com,true
C00599,2025-05-14,ES,enterprise,user599@example.com,false
C00600,2025-10-02,IT,enterprise,user600@example.com,true
C00601,2025-05-14,PT,consumer,user601@example.com,true
C00602,2025-09-21,GR,mid_market,user602@example.com,true
C00603,2025-01-04,IT,consumer,user603@example.com,true
C00604,2025-09-19,PT,mid_market,user604@example.com,true
C00605,2025-11-22,IT,consumer,user605@example.com,false
C00606,2025-10-21,IT,mid_market,user606@example.com,false
C00607,2025-03-26,FR,consumer,user607@example.com,true
C00608,2025-09-01,PT,consumer,user608@example.com,true
C00609,2025-11-02,FR,consumer,user609@example.com,true
C00610,2025-05-22,GR,mid_market,user610@example.com,false
C00611,2025-04-03,GR,mid_market,user611@example.com,false
C00612,2025-09-23,IT,consumer,user612@example.com,false
C00613,2025-07-28,FR,mid_market,user613@example.com,false
C00614,2025-09-19,PT,mid_market,user614@example.com,true
C00615,2025-11-28,IT,enterprise,user615@example.com,true
C00616,2025-07-12,PT,mid_market,user616@example.com,true
C00617,2025-04-16,IT,enterprise,user617@example.com,true
C00618,2025-04-25,GR,consumer,user618@example.com,true
C00619,2025-10-20,GR,smb,user619@example.com,false
C00620,2025-03-08,FR,enterprise,user620@example.com,true
C00621,2025-02-21,PT,mid_market,user621@example.com,false
C00622,2025-05-26,FR,enterprise,user622@example.com,true
C00623,2025-04-23,GR,consumer,user623@example.com,false
C00624,2025-10-10,PT,smb,user624@example.com,true
C00625,2025-05-08,FR,smb,user625@example.com,true
C00626,2025-04-16,DE,mid_market,user626@example.com,true
C00627,2025-05-11,IT,smb,user627@example.com,true
C00628,2025-06-04,ES,smb,user628@example.com,true
C00629,2025-11-06,GR,consumer,user629@example.com,true
C00630,2025-02-01,DE,mid_market,user630@example.com,true
C00631,2025-11-09,IT,smb,user631@example.com,true
C00632,2025-06-11,FR,enterprise,user632@example.com,false
C00633,2025-02-07,ES,smb,user633@example.com,true
C00634,2025-10-12,GR,smb,user634@example.com,true
C00635,2025-05-04,IT,smb,user635@example.com,true
C00636,2025-04-07,IT,mid_market,user636@example.com,false
C00637,2025-09-26,ES,enterprise,user637@example.com,false
C00638,2025-07-11,DE,mid_market,user638@example.com,true
C00639,2025-01-13,DE,consumer,user639@example.com,false
C00640,2025-03-05,ES,smb,user640@example.com,false
C00641,2025-12-20,ES,smb,user641@example.com,true
C00642,2025-08-26,IT,smb,user642@example.com,true
C00643,2025-12-12,IT,enterprise,user643@example.com,true
C00644,2025-08-04,FR,mid_market,user644@example.com,true
C00645,2025-06-05,DE,enterprise,user645@example.com,true
C00646,2025-04-13,IT,enterprise,user646@example.com,true
C00647,2025-09-19,ES,mid_market,user647@example.com,false
C00648,2025-10-28,IT,consumer,user648@example.com,true
C00649,2025-06-10,ES,consumer,user649@example.com,true
C00650,2025-01-20,FR,enterprise,user650@example.com,true
C00651,2025-12-14,ES,mid_market,user651@example.com,false
C00652,2025-01-22,FR,smb,user652@example.com,false
C00653,2025-10-24,ES,enterprise,user653@example.com,false
C00654,2025-11-11,GR,consumer,user654@example.com,true
C00655,2025-02-21,GR,mid_market,user655@example.com,true
C00656,2025-03-04,FR,consumer,user656@example.com,true
C00657,2025-01-04,PT,enterprise,user657@example.com,true
C00658,2025-02-01,DE,consumer,user658@example.com,true
C00659,2025-01-13,GR,smb,user659@example.com,true
C00660,2025-01-15,GR,mid_market,user660@example.com,false
C00661,2025-05-21,IT,enterprise,user661@example.com,true
C00662,2025-03-19,IT,enterprise,user662@example.com,true
C00663,2025-07-27,FR,consumer,user663@example.com,true
C00664,2025-12-03,FR,mid_market,user664@example.com,true
C00665,2025-05-15,IT,mid_market,user665@example.com,false
C00666,2025-10-10,DE,enterprise,user666@example.com,false
C00667,2025-09-20,FR,consumer,user667@example.com,true
C00668,2025-04-27,GR,smb,user668@example.com,true
C00669,2025-10-16,ES,smb,user669@example.com,true
C00670,2025-09-02,GR,consumer,user670@example.com,false
C00671,2025-11-18,ES,enterprise,user671@example.com,true
C00672,2025-07-19,GR,smb,user672@example.com,true
C00673,2025-06-11,ES,mid_market,user673@example.com,true
C00674,2025-07-16,DE,consumer,user674@example.com,false
C00675,2025-12-21,ES,mid_market,user675@example.com,false
C00676,2025-06-21,PT,smb,user676@example.com,true
C00677,2025-05-03,ES,mid_market,user677@example.com,true
C00678,2025-03-18,FR,enterprise,user678@example.com,true
C00679,2025-06-16,PT,mid_market,user679@example.com,false
C00680,2025-02-15,FR,mid_market,user680@example.com,false
C00681,2025-06-01,PT,enterprise,user681@example.com,true
C00682,2025-01-09,GR,mid_market,user682@example.com,true
C00683,2025-10-27,DE,smb,user683@example.com,true
C00684,2025-09-06,GR,consumer,user684@example.com,true
C00685,2025-09-28,IT,enterprise,user685@example.com,false
C00686,2025-12-25,ES,smb,user686@example.com,true
C00687,2025-11-17,GR,enterprise,user687@example.com,false
C00688,2025-07-27,DE,consumer,user688@example.com,false
C00689,2025-09-19,DE,mid_market,user689@example.com,true
C00690,2025-07-17,PT,enterprise,user690@example.com,true
C00691,2025-01-04,IT,consumer,user691@example.com,true
C00692,2025-07-16,FR,smb,user692@example.com,false
C00693,2025-04-24,IT,enterprise,user693@example.com,true
C00694,2025-11-14,GR,enterprise,user694@example.com,false
C00695,2025-06-26,IT,mid_market,user695@example.com,false
C00696,2025-04-12,DE,consumer,user696@example.com,false
C00697,2025-11-26,IT,smb,user697@example.com,true
C00698,2025-04-25,ES,consumer,user698@example.com,true
C00699,2025-07-28,IT,consumer,user699@example.com,true
C00700,2025-07-02,ES,consumer,user700@example.com,true
C00701,2025-06-16,ES,enterprise,user701@example.com,true
C00702,2025-06-07,IT,enterprise,user702@example.com,true
C00703,2025-07-03,ES,enterprise,user703@example.com,true
C00704,2025-07-12,PT,mid_market,user704@example.com,true
C00705,2025-09-03,PT,mid_market,user705@example.com,false
C00706,2025-02-10,ES,consumer,user706@example.com,true
C00707,2025-04-28,FR,enterprise,user707@example.com,false
C00708,2025-06-28,DE,enterprise,user708@example.com,false
C00709,2025-04-06,GR,enterprise,user709@example.com,true
C00710,2025-01-18,DE,enterprise,user710@example.com,false
C00711,2025-03-02,GR,consumer,user711@example.com,true
C00712,2025-02-22,GR,enterprise,user712@example.com,false
C00713,2025-11-03,DE,consumer,user713@example.com,false
C00714,2025-01-25,FR,mid_market,user714@example.com,false
C00715,2025-09-19,GR,mid_market,user715@example.com,true
C00716,2025-02-14,PT,mid_market,user716@example.com,true
C00717,2025-09-04,IT,consumer,user717@example.com,true
C00718,2025-01-04,GR,enterprise,user718@example.com,true
C00719,2025-11-25,PT,mid_market,user719@example.com,true
C00720,2025-07-14,IT,mid_market,user720@example.com,true
C00721,2025-07-20,FR,consumer,user721@example.com,true
C00722,2025-03-16,PT,enterprise,user722@example.com,true
C00723,2025-08-04,PT,smb,user723@example.com,true
C00724,2025-10-12,IT,mid_market,user724@example.com,false
C00725,2025-02-16,FR,enterprise,user725@example.com,false
C00726,2025-04-03,DE,smb,user726@example.com,false
C00727,2025-02-08,PT,smb,user727@example.com,true
C00728,2025-10-15,ES,smb,user728@example.com,false
C00729,2025-04-25,ES,consumer,user729@example.com,true
C00730,2025-09-02,ES,enterprise,user730@example.com,true
C00731,2025-06-11,IT,consumer,user731@example.com,true
C00732,2025-06-10,IT,smb,user732@example.com,false
C00733,2025-11-13,IT,smb,user733@example.com,true
C00734,2025-05-09,DE,smb,user734@example.com,true
C00735,2025-08-23,ES,consumer,user735@example.com,true
C00736,2025-10-24,ES,enterprise,user736@example.com,true
C00737,2025-11-16,DE,enterprise,user737@example.com,true
C00738,2025-06-16,FR,mid_market,user738@example.com,false
C00739,2025-08-12,IT,smb,user739@example.com,false
C00740,2025-05-22,ES,enterprise,user740@example.com,false
C00741,2025-05-15,DE,enterprise,user741@example.com,false
C00742,2025-01-11,PT,smb,user742@example.com,false
C00743,2025-12-11,IT,smb,user743@example.com,true
C00744,2025-05-18,IT,consumer,user744@example.com,true
C00745,2025-08-03,PT,mid_market,user745@example.com,true
C00746,2025-02-16,IT,consumer,user746@example.com,true
C00747,2025-10-21,IT,mid_market,user747@example.com,true
C00748,2025-01-16,DE,smb,user748@example.com,true
C00749,2025-08-18,DE,enterprise,user749@example.com,true
C00750,2025-12-22,ES,smb,user750@example.com,false
C00751,2025-07-15,DE,enterprise,user751@example.com,true
C00752,2025-02-07,FR,mid_market,user752@example.com,true
C00753,2025-11-16,ES,smb,user753@example.com,true
C00754,2025-06-27,GR,mid_market,user754@example.com,false
C00755,2025-12-25,GR,consumer,user755@example.com,false
C00756,2025-01-02,IT,consumer,user756@example.com,false
C00757,2025-09-16,FR,mid_market,user757@example.com,false
C00758,2025-10-05,DE,consumer,user758@example.com,true
C00759,2025-02-07,ES,enterprise,user759@example.com,true
C00760,2025-02-25,IT,mid_market,user760@example.com,true
C00761,2025-12-03,FR,mid_market,user761@example.com,true
C00762,2025-11-27,GR,enterprise,user762@example.com,true
C00763,2025-08-04,IT,consumer,user763@example.com,true
C00764,2025-07-10,ES,consumer,user764@example.com,true
C00765,2025-01-22,GR,consumer,user765@example.com,false
C00766,2025-01-21,IT,consumer,user766@example.com,false
C00767,2025-10-22,PT,consumer,user767@example.com,true
C00768,2025-12-09,FR,consumer,user768@example.com,false
C00769,2025-08-07,PT,smb,user769@example.com,true
C00770,2025-07-13,PT,enterprise,user770@example.com,true
C00771,2025-04-18,DE,mid_market,user771@example.com,true
C00772,2025-11-10,FR,enterprise,user772@example.com,false
C00773,2025-07-10,ES,mid_market,user773@example.com,false
C00774,2025-11-04,GR,consumer,user774@example.com,false
C00775,2025-06-19,GR,consumer,user775@example.com,true
C00776,2025-10-22,IT,smb,user776@example.com,true
C00777,2025-02-05,IT,smb,user777@example.com,false
C00778,2025-09-05,FR,smb,user778@example.com,false
C00779,2025-09-22,ES,enterprise,user779@example.com,false
C00780,2025-12-13,IT,smb,user780@example.com,true
C00781,2025-12-19,PT,mid_market,user781@example.com,true
C00782,2025-02-11,ES,consumer,user782@example.com,false
C00783,2025-01-18,IT,consumer,user783@example.com,true
C00784,2025-10-04,GR,mid_market,user784@example.com,true
C00785,2025-09-20,PT,consumer,user785@example.com,true
C00786,2025-05-28,IT,consumer,user786@example.com,true
C00787,2025-06-07,GR,enterprise,user787@example.com,false
C00788,2025-12-17,PT,enterprise,user788@example.com,false
C00789,2025-10-13,IT,mid_market,user789@example.com,false
C00790,2025-12-17,GR,consumer,user790@example.com,true
C00791,2025-01-09,FR,consumer,user791@example.com,false
C00792,2025-12-04,ES,consumer,user792@example.com,false
C00793,2025-02-28,DE,smb,user793@example.com,true
C00794,2025-11-10,FR,consumer,user794@example.com,false
C00795,2025-12-20,FR,smb,user795@example.com,false
C00796,2025-06-25,DE,enterprise,user796@example.com,true
C00797,2025-02-25,DE,enterprise,user797@example.com,true
C00798,2025-07-03,ES,enterprise,user798@example.com,true
C00799,2025-03-24,IT,enterprise,user799@example.com,true
C00800,2025-10-10,PT,consumer,user800@example.com,false
C00801,2025-09-11,DE,smb,user801@example.com,true
C00802,2025-05-09,ES,consumer,user802@example.com,true
C00803,2025-05-04,GR,enterprise,user803@example.com,true
C00804,2025-02-15,PT,enterprise,user804@example.com,false
C00805,2025-09-16,DE,consumer,user805@example.com,true
C00806,2025-06-07,FR,consumer,user806@example.com,true
C00807,2025-02-15,DE,consumer,user807@example.com,true
C00808,2025-03-14,PT,consumer,user808@example.com,false
C00809,2025-10-02,GR,enterprise,user809@example.com,true
C00810,2025-06-27,DE,mid_market,user810@example.com,true
C00811,2025-04-27,FR,enterprise,user811@example.com,false
C00812,2025-11-08,FR,smb,user812@example.com,true
C00813,2025-07-28,GR,consumer,user813@example.com,true
C00814,2025-12-24,IT,enterprise,user814@example.com,true
C00815,2025-07-22,FR,enterprise,user815@example.com,true
C00816,2025-11-10,PT,mid_market,user816@example.com,false
C00817,2025-11-25,GR,enterprise,user817@example.com,true
C00818,2025-12-08,DE,mid_market,user818@example.com,true
C00819,2025-02-03,IT,consumer,user819@example.com,false
C00820,2025-05-17,GR,smb,user820@example.com,true
C00821,2025-02-26,FR,enterprise,user821@example.com,false
C00822,2025-12-16,GR,consumer,user822@example.com,true
C00823,2025-07-24,ES,mid_market,user823@example.com,true
C00824,2025-02-03,PT,mid_market,user824@example.com,true
C00825,2025-03-09,FR,smb,user825@example.com,true
C00826,2025-12-06,PT,smb,user826@example.com,true
C00827,2025-08-25,DE,smb,user827@example.com,true
C00828,2025-10-26,PT,mid_market,user828@example.com,true
C00829,2025-07-13,ES,consumer,user829@example.com,true
C00830,2025-01-23,GR,mid_market,user830@example.com,true
C00831,2025-05-24,GR,enterprise,user831@example.com,false
C00832,2025-10-24,PT,enterprise,user832@example.com,true
C00833,2025-04-26,DE,smb,user833@example.com,true
C00834,2025-05-11,ES,enterprise,user834@example.com,true
C00835,2025-02-23,PT,mid_market,user835@example.com,true
C00836,2025-11-08,GR,mid_market,user836@example.com,true
C00837,2025-07-08,GR,enterprise,user837@example.com,true
C00838,2025-12-22,ES,consumer,user838@example.com,true
C00839,2025-06-11,FR,smb,user839@example.com,true
C00840,2025-11-27,DE,enterprise,user840@example.com,false
C00841,2025-09-27,DE,consumer,user841@example.com,false
C00842,2025-07-03,GR,mid_market,user842@example.com,true
C00843,2025-11-08,IT,consumer,user843@example.com,true
C00844,2025-02-18,FR,enterprise,user844@example.com,false
C00845,2025-02-20,IT,mid_market,user845@example.com,false
C00846,2025-06-15,GR,enterprise,user846@example.com,false
C00847,2025-04-25,DE,enterprise,user847@example.com,true
C00848,2025-05-11,PT,smb,user848@example.com,true
C00849,2025-11-11,PT,mid_market,user849@example.com,true
C00850,2025-05-15,FR,consumer,user850@example.com,false
C00851,2025-11-01,IT,consumer,user851@example.com,true
C00852,2025-11-16,IT,mid_market,user852@example.com,true
C00853,2025-09-01,GR,consumer,user853@example.com,false
C00854,2025-06-14,IT,mid_market,user854@example.com,true
C00855,2025-10-19,GR,consumer,user855@example.com,false
C00856,2025-10-23,DE,smb,user856@example.com,true
C00857,2025-12-21,ES,enterprise,user857@example.com,false
C00858,2025-05-21,PT,smb,user858@example.com,true
C00859,2025-05-12,PT,smb,user859@example.com,true
C00860,2025-04-11,GR,enterprise,user860@example.com,true
C00861,2025-06-06,PT,smb,user861@example.com,false
C00862,2025-04-25,PT,smb,user862@example.com,true
C00863,2025-02-26,GR,smb,user863@example.com,true
C00864,2025-08-08,ES,consumer,user864@example.com,true
C00865,2025-04-04,DE,consumer,user865@example.com,true
C00866,2025-12-01,FR,enterprise,user866@example.com,true
C00867,2025-11-01,PT,consumer,user867@example.com,true
C00868,2025-12-25,ES,mid_market,user868@example.com,true
C00869,2025-02-19,ES,mid_market,user869@example.com,true
C00870,2025-10-21,DE,consumer,user870@example.com,true
C00871,2025-05-25,PT,enterprise,user871@example.com,false
C00872,2025-01-13,DE,smb,user872@example.com,false
C00873,2025-11-19,IT,consumer,user873@example.com,false
C00874,2025-12-03,PT,consumer,user874@example.com,false
C00875,2025-03-15,FR,smb,user875@example.com,true
C00876,2025-11-22,PT,consumer,user876@example.com,false
C00877,2025-12-16,PT,mid_market,user877@example.com,true
C00878,2025-07-28,FR,consumer,user878@example.com,true
C00879,2025-07-03,GR,enterprise,user879@example.com,true
C00880,2025-04-25,DE,smb,user880@example.com,true
C00881,2025-10-10,GR,consumer,user881@example.com,true
C00882,2025-10-15,PT,smb,user882@example.com,true
C00883,2025-02-13,ES,enterprise,user883@example.com,true
C00884,2025-07-18,FR,enterprise,user884@example.com,true
C00885,2025-09-20,DE,enterprise,user885@example.com,true
C00886,2025-08-19,PT,smb,user886@example.com,false
C00887,2025-09-12,DE,mid_market,user887@example.com,true
C00888,2025-08-17,GR,mid_market,user888@example.com,false
C00889,2025-06-05,PT,consumer,user889@example.com,true
C00890,2025-08-18,ES,smb,user890@example.com,true
C00891,2025-03-12,GR,mid_market,user891@example.com,false
C00892,2025-01-12,FR,mid_market,user892@example.com,true
C00893,2025-01-17,GR,consumer,user893@example.com,false
C00894,2025-12-01,GR,mid_market,user894@example.com,true
C00895,2025-08-02,ES,enterprise,user895@example.com,false
C00896,2025-08-20,GR,enterprise,user896@example.com,false
C00897,2025-07-10,GR,smb,user897@example.com,true
C00898,2025-01-21,FR,mid_market,user898@example.com,true
C00899,2025-01-15,PT,mid_market,user899@example.com,true
C00900,2025-01-15,GR,smb,user900@example.com,true
C00901,2025-04-17,DE,smb,user901@example.com,true
C00902,2025-02-12,IT,consumer,user902@example.com,false
C00903,2025-07-23,DE,enterprise,user903@example.com,true
C00904,2025-08-28,FR,mid_market,user904@example.com,true
C00905,2025-09-25,DE,mid_market,user905@example.com,true
C00906,2025-07-14,FR,consumer,user906@example.com,true
C00907,2025-06-06,DE,enterprise,user907@example.com,true
C00908,2025-07-22,ES,enterprise,user908@example.com,false
C00909,2025-08-19,PT,consumer,user909@example.com,true
C00910,2025-05-03,GR,consumer,user910@example.com,true
C00911,2025-01-05,DE,consumer,user911@example.com,true
C00912,2025-02-21,PT,smb,user912@example.com,false
C00913,2025-02-19,ES,consumer,user913@example.com,true
C00914,2025-12-11,FR,smb,user914@example.com,true
C00915,2025-04-11,IT,enterprise,user915@example.com,true
C00916,2025-04-06,GR,consumer,user916@example.com,true
C00917,2025-01-23,ES,mid_market,user917@example.com,true
C00918,2025-07-26,PT,consumer,user918@example.com,true
C00919,2025-01-14,GR,enterprise,user919@example.com,true
C00920,2025-06-21,PT,consumer,user920@example.com,true
C00921,2025-05-28,GR,consumer,user921@example.com,true
C00922,2025-06-21,FR,consumer,user922@example.com,true
C00923,2025-06-23,FR,consumer,user923@example.com,true
C00924,2025-07-01,GR,mid_market,user924@example.com,false
C00925,2025-03-06,FR,mid_market,user925@example.com,false
C00926,2025-04-19,DE,consumer,user926@example.com,true
C00927,2025-07-14,ES,smb,user927@example.com,true
C00928,2025-07-21,GR,enterprise,user928@example.com,true
C00929,2025-02-01,DE,consumer,user929@example.com,true
C00930,2025-03-04,DE,consumer,user930@example.com,true
C00931,2025-06-08,IT,consumer,user931@example.com,false
C00932,2025-03-22,ES,consumer,user932@example.com,false
C00933,2025-12-02,IT,mid_market,user933@example.com,true
C00934,2025-01-19,ES,consumer,user934@example.com,false
C00935,2025-02-16,GR,consumer,user935@example.com,true
C00936,2025-04-26,ES,mid_market,user936@example.com,false
C00937,2025-11-04,FR,mid_market,user937@example.com,true
C00938,2025-03-02,DE,smb,user938@example.com,true
C00939,2025-04-02,ES,consumer,user939@example.com,false
C00940,2025-02-05,DE,consumer,user940@example.com,false
C00941,2025-03-21,FR,mid_market,user941@example.com,false
C00942,2025-04-24,IT,mid_market,user942@example.com,false
C00943,2025-02-09,DE,enterprise,user943@example.com,false
C00944,2025-09-16,DE,smb,user944@example.com,true
C00945,2025-11-18,IT,smb,user945@example.com,true
C00946,2025-10-15,ES,mid_market,user946@example.com,false
C00947,2025-02-16,ES,mid_market,user947@example.com,true
C00948,2025-07-23,DE,smb,user948@example.com,true
C00949,2025-08-26,IT,mid_market,user949@example.com,true
C00950,2025-09-07,DE,consumer,user950@example.com,false
C00951,2025-12-16,ES,smb,user951@example.com,true
C00952,2025-07-25,DE,mid_market,user952@example.com,false
C00953,2025-11-06,PT,consumer,user953@example.com,true
C00954,2025-03-24,ES,consumer,user954@example.com,true
C00955,2025-11-09,ES,enterprise,user955@example.com,true
C00956,2025-01-18,PT,consumer,user956@example.com,false
C00957,2025-04-08,PT,consumer,user957@example.com,true
C00958,2025-03-22,ES,enterprise,user958@example.com,false
C00959,2025-12-14,GR,enterprise,user959@example.com,false
C00960,2025-06-23,FR,smb,user960@example.com,true
C00961,2025-07-03,FR,smb,user961@example.com,true
C00962,2025-02-11,ES,consumer,user962@example.com,true
C00963,2025-01-06,FR,mid_market,user963@example.com,true
C00964,2025-08-25,GR,mid_market,user964@example.com,true
C00965,2025-01-10,IT,mid_market,user965@example.com,false
C00966,2025-09-27,GR,mid_market,user966@example.com,false
C00967,2025-05-15,IT,smb,user967@example.com,true
C00968,2025-08-19,GR,consumer,user968@example.com,true
C00969,2025-11-21,DE,consumer,user969@example.com,true
C00970,2025-08-08,GR,mid_market,user970@example.com,true
C00971,2025-04-01,PT,mid_market,user971@example.com,false
C00972,2025-09-24,DE,mid_market,user972@example.com,false
C00973,2025-02-11,PT,enterprise,user973@example.com,true
C00974,2025-08-05,DE,consumer,user974@example.com,true
C00975,2025-03-03,DE,consumer,user975@example.com,false
C00976,2025-01-10,PT,mid_market,user976@example.com,false
C00977,2025-07-12,IT,smb,user977@example.com,true
C00978,2025-11-23,IT,smb,user978@example.com,true
C00979,2025-01-19,DE,smb,user979@example.com,false
C00980,2025-10-13,FR,consumer,user980@example.com,false
C00981,2025-12-15,GR,mid_market,user981@example.com,true
C00982,2025-03-12,FR,smb,user982@example.com,true
C00983,2025-05-02,PT,consumer,user983@example.com,true
C00984,2025-07-28,IT,mid_market,user984@example.com,true
C00985,2025-10-14,FR,smb,user985@example.com,true
C00986,2025-09-25,ES,mid_market,user986@example.com,true
C00987,2025-09-22,GR,enterprise,user987@example.com,true
C00988,2025-02-04,FR,consumer,user988@example.com,true
C00989,2025-09-03,PT,mid_market,user989@example.com,false
C00990,2025-10-09,GR,consumer,user990@example.com,true
C00991,2025-11-21,PT,consumer,user991@example.com,true
C00992,2025-12-25,FR,smb,user992@example.com,true
C00993,2025-03-05,IT,enterprise,user993@example.com,false
C00994,2025-06-09,IT,mid_market,user994@example.com,true
C00995,2025-04-16,ES,consumer,user995@example.com,true
C00996,2025-04-26,ES,smb,user996@example.com,false
C00997,2025-06-26,DE,mid_market,user997@example.com,true
C00998,2025-08-21,ES,mid_market,user998@example.com,false
C00999,2025-02-14,DE,mid_market,user999@example.com,true
C01000,2025-11-04,GR,mid_market,user1000@example.com,false
C01001,2025-10-07,FR,mid_market,user1001@example.com,false
C01002,2025-07-28,DE,enterprise,user1002@example.com,true
C01003,2025-08-22,IT,consumer,user1003@example.com,false
C01004,2025-08-05,FR,mid_market,user1004@example.com,true
C01005,2025-06-27,ES,mid_market,user1005@example.com,false
C01006,2025-09-21,PT,smb,user1006@example.com,true
C01007,2025-12-27,IT,enterprise,user1007@example.com,false
C01008,2025-09-28,ES,consumer,user1008@example.com,true
C01009,2025-07-16,ES,smb,user1009@example.com,true
C01010,2025-12-23,FR,smb,user1010@example.com,true
C01011,2025-12-14,PT,mid_market,user1011@example.com,true
C01012,2025-06-03,ES,enterprise,user1012@example.com,false
C01013,2025-04-04,FR,smb,user1013@example.com,true
C01014,2025-01-09,DE,enterprise,user1014@example.com,false
C01015,2025-06-28,ES,consumer,user1015@example.com,true
C01016,2025-11-23,IT,enterprise,user1016@example.com,true
C01017,2025-07-21,DE,consumer,user1017@example.com,true
C01018,2025-02-17,PT,mid_market,user1018@example.com,false
C01019,2025-01-15,ES,enterprise,user1019@example.com,true
C01020,2025-05-11,FR,consumer,user1020@example.com,false
C01021,2025-07-09,IT,enterprise,user1021@example.com,true
C01022,2025-11-27,PT,smb,user1022@example.com,true
C01023,2025-03-02,PT,smb,user1023@example.com,true
